code,stock,sector,industry,Oppr,Clpr,change,Dampltd,DMC
2359,*综合T北讯,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,2.18,2.19,0.46%,5.9633,2380949954
300288,朗玛信息,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,11.55,11.51,-0.35%,1.9064,3889705537
300310,宜通世纪,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,5.89,5.78,-1.87%,2.7397,5102098399
300770,新媒股份,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,85.52,85.5,-0.02%,9.7512,10975261964
600037,歌华有线,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,9.6,9.58,-0.21%,3.0462,13333232129
600050,中国联通,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,5.89,5.98,1.53%,4.3403,1.86E+11
600637,东方明珠,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,9.53,9.61,0.84%,2.6399,32988536280
600831,广电网络,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,9.29,8.98,-3.34%,7.0115,6365247018
600936,广西广电,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,4.21,4.19,-0.48%,3.8554,7001599941
600959,江苏有线,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,4.46,4.41,-1.12%,2.4775,22053164995
600996,贵广网络,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,9.36,9.13,-2.46%,5.7175,9518649866
601698,中国卫通,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,9.62,9.52,-1.04%,4.4421,38080000000
601929,吉视传媒,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,2.25,2.23,-0.89%,2.7027,6937641725
603559,中通国脉,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输服务,20.01,19.62,-1.95%,2.6421,2811805121
503,国新健康,信息传输、软件和信息技术服务业,互联网和相关服务,15.44,15.33,-0.71%,5.5123,13778944387
606,顺利办,信息传输、软件和信息技术服务业,互联网和相关服务,5.8,5.76,-0.69%,1.8966,4411004273
676,智度股份,信息传输、软件和信息技术服务业,互联网和相关服务,5.92,6.02,1.69%,4.223,7982520584
835,长城动漫,信息传输、软件和信息技术服务业,互联网和相关服务,3.99,4.03,1.00%,2.7295,1316844307
2072,*综合T凯瑞,信息传输、软件和信息技术服务业,互联网和相关服务,4.39,4.39,0.00%,1.81,772640000
2095,生意宝,信息传输、软件和信息技术服务业,互联网和相关服务,21.28,21.26,-0.09%,3.2926,5372827200
2113,综合T天润,信息传输、软件和信息技术服务业,互联网和相关服务,1.71,1.75,2.34%,4.6784,2682212628
2131,利欧股份,信息传输、软件和信息技术服务业,互联网和相关服务,1.67,1.71,2.40%,8.982,11373421144
2137,麦达数字,信息传输、软件和信息技术服务业,互联网和相关服务,6.48,6.84,5.56%,10.7858,3950133201
2174,游族网络,信息传输、软件和信息技术服务业,互联网和相关服务,13.78,14.2,3.05%,4.6444,12616243797
2175,*综合T东网,信息传输、软件和信息技术服务业,互联网和相关服务,1.86,1.84,-1.08%,1.6216,1386951910
2235,安妮股份,信息传输、软件和信息技术服务业,互联网和相关服务,7.32,7.39,0.96%,5.227,4416790449
2247,聚力文化,信息传输、软件和信息技术服务业,互联网和相关服务,3.08,3.03,-1.62%,2.2801,2578136248
2315,焦点科技,信息传输、软件和信息技术服务业,互联网和相关服务,16.9,16.9,0.00%,2.2485,3971500000
2354,天神娱乐,信息传输、软件和信息技术服务业,互联网和相关服务,3.16,3.09,-2.22%,3.8095,2880321561
2425,凯撒文化,信息传输、软件和信息技术服务业,互联网和相关服务,5.97,5.96,-0.17%,1.8487,4849916815
2439,启明星辰,信息传输、软件和信息技术服务业,互联网和相关服务,30.03,29.85,-0.60%,2.5342,26766273722
2447,晨鑫科技,信息传输、软件和信息技术服务业,互联网和相关服务,3.3,3.28,-0.61%,3.3333,4681193040
2464,众应互联,信息传输、软件和信息技术服务业,互联网和相关服务,6.55,6.47,-1.22%,3.3435,3376009690
2467,二六三,信息传输、软件和信息技术服务业,互联网和相关服务,5.54,5.54,0.00%,2.5362,7499526686
2517,恺英网络,信息传输、软件和信息技术服务业,互联网和相关服务,2.89,2.87,-0.69%,3.125,6177725610
2530,金财互联,信息传输、软件和信息技术服务业,互联网和相关服务,8.76,8.71,-0.57%,3.5963,6838978456
2555,三七互娱,信息传输、软件和信息技术服务业,互联网和相关服务,15.86,15.78,-0.50%,3.6547,33331331779
2558,巨人网络,信息传输、软件和信息技术服务业,互联网和相关服务,18.29,18.88,3.23%,5.0549,38220293116
2619,艾格拉斯,信息传输、软件和信息技术服务业,互联网和相关服务,2.92,2.9,-0.68%,2.3973,5350199070
2624,完美世界,信息传输、软件和信息技术服务业,互联网和相关服务,28.36,28.11,-0.88%,4.693,36337737491
300031,宝通科技,信息传输、软件和信息技术服务业,互联网和相关服务,11.44,11.37,-0.61%,2.2727,4511250864
300038,数知科技,信息传输、软件和信息技术服务业,互联网和相关服务,8.98,8.88,-1.11%,2.905,10405824852
300043,星辉娱乐,信息传输、软件和信息技术服务业,互联网和相关服务,5.14,5.07,-1.36%,1.7751,6308085893
300052,中青宝,信息传输、软件和信息技术服务业,互联网和相关服务,10.77,10.78,0.09%,0.102,2853558708
300059,东方财富,信息传输、软件和信息技术服务业,互联网和相关服务,15.41,14.86,-3.57%,4.0789,99793944613
300113,顺网科技,信息传输、软件和信息技术服务业,互联网和相关服务,18.77,18.87,0.53%,6.0413,13101200219
300226,上海钢联,信息传输、软件和信息技术服务业,互联网和相关服务,76.99,76.87,-0.16%,2.5257,12232972652
300242,佳云科技,信息传输、软件和信息技术服务业,互联网和相关服务,3.63,3.68,1.38%,4.6575,2335163224
300295,三六五网,信息传输、软件和信息技术服务业,互联网和相关服务,11.65,11.71,0.52%,2.1478,2259983160
300315,掌趣科技,信息传输、软件和信息技术服务业,互联网和相关服务,3.58,3.54,-1.12%,2.8011,9761494040
300343,联创股份,信息传输、软件和信息技术服务业,互联网和相关服务,3.28,3.27,-0.30%,3.3537,3863175685
300392,腾信股份,信息传输、软件和信息技术服务业,互联网和相关服务,6.6,6.56,-0.61%,2.1309,2519040000
300418,昆仑万维,信息传输、软件和信息技术服务业,互联网和相关服务,12.55,12.57,0.16%,2.6149,14479963935
300431,暴风集团,信息传输、软件和信息技术服务业,互联网和相关服务,5,4.89,-2.20%,3.4483,1611374869
300467,迅游科技,信息传输、软件和信息技术服务业,互联网和相关服务,16.36,16.33,-0.18%,3.4884,3647273967
300494,盛天网络,信息传输、软件和信息技术服务业,互联网和相关服务,11.16,11.39,2.06%,2.957,2733600000
300571,平治信息,信息传输、软件和信息技术服务业,互联网和相关服务,43.18,45.42,5.19%,8.617,5472126657
300738,奥飞数据,信息传输、软件和信息技术服务业,互联网和相关服务,34.3,34.56,0.76%,4.3465,4060067328
300766,每日互动,信息传输、软件和信息技术服务业,互联网和相关服务,38.36,38.09,-0.70%,1.9276,15239809000
300773,拉卡拉,信息传输、软件和信息技术服务业,互联网和相关服务,58.8,58.78,-0.03%,2.3065,23512587800
300785,值得买,信息传输、软件和信息技术服务业,互联网和相关服务,95.64,102.5,7.17%,9.3831,5466666735
600242,中昌数据,信息传输、软件和信息技术服务业,互联网和相关服务,7.44,7.35,-1.21%,2.0134,3356488647
600358,国旅联合,信息传输、软件和信息技术服务业,互联网和相关服务,3.84,3.85,0.26%,1.0444,1944006141
600633,浙数文化,信息传输、软件和信息技术服务业,互联网和相关服务,8.79,8.72,-0.80%,2.1665,11352776870
600634,*综合T富控,信息传输、软件和信息技术服务业,互联网和相关服务,1.84,1.84,0.00%,2.1622,1059347029
600640,号百控股,信息传输、软件和信息技术服务业,互联网和相关服务,12.8,12.46,-2.66%,8.6066,9914371412
600652,*综合T游久,信息传输、软件和信息技术服务业,互联网和相关服务,2.02,2.05,1.49%,2.4631,1707042171
600804,鹏博士,信息传输、软件和信息技术服务业,互联网和相关服务,7.19,7.19,0.00%,3.453,10298915010
600986,科达股份,信息传输、软件和信息技术服务业,互联网和相关服务,3.86,3.76,-2.59%,4.2553,4984157563
603000,人民网,信息传输、软件和信息技术服务业,互联网和相关服务,16.34,16.41,0.43%,5.0858,18144390229
603258,电魂网络,信息传输、软件和信息技术服务业,互联网和相关服务,23.27,22.61,-2.84%,4.3534,5510305710
603444,吉比特,信息传输、软件和信息技术服务业,互联网和相关服务,266,264.59,-0.53%,6.7554,19019317913
603533,掌阅科技,信息传输、软件和信息技术服务业,互联网和相关服务,14.11,14.19,0.57%,2.3438,5690190000
603613,国联股份,信息传输、软件和信息技术服务业,互联网和相关服务,39.6,38.16,-3.64%,8.078,5373500400
603825,华扬联众,信息传输、软件和信息技术服务业,互联网和相关服务,11.6,11.63,0.26%,2.5795,2686783487
603881,数据港,信息传输、软件和信息技术服务业,互联网和相关服务,38.1,37.85,-0.66%,2.0866,7970699328
603888,新华网,信息传输、软件和信息技术服务业,互联网和相关服务,18.56,18.8,1.29%,5.7546,9757751968
158,常山北明,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.07,5.03,-0.79%,1.7751,8313961054
555,神州信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,10.5,10.52,0.19%,3.0476,10135296992
638,万方发展,信息传输、软件和信息技术服务业,软件和信息技术服务业,4.78,4.7,-1.67%,1.9027,1454180000
662,天夏智慧,信息传输、软件和信息技术服务业,软件和信息技术服务业,4.01,4.01,0.00%,3.7406,4383321913
889,中嘉博创,信息传输、软件和信息技术服务业,软件和信息技术服务业,9.14,9.05,-0.98%,2.9638,6055372041
948,南天信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,10.22,10.21,-0.10%,1.6585,3273202040
971,*综合T高升,信息传输、软件和信息技术服务业,软件和信息技术服务业,2.14,2.11,-1.40%,2.3364,2235059542
997,新大陆,信息传输、软件和信息技术服务业,软件和信息技术服务业,16.87,16.91,0.24%,1.3634,17656148964
2063,远光软件,信息传输、软件和信息技术服务业,软件和信息技术服务业,8.95,8.98,0.34%,2.8953,7627641194
2065,东华软件,信息传输、软件和信息技术服务业,软件和信息技术服务业,6.69,6.79,1.49%,2.5373,21154125326
2093,国脉科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,9.77,9.47,-3.07%,3.0992,9541025000
2123,梦网集团,信息传输、软件和信息技术服务业,软件和信息技术服务业,16.86,16.3,-3.32%,4.4405,13212886260
2148,北纬科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.5,5.51,0.18%,2.7372,3117413236
2153,石基信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,34.22,33.92,-0.88%,3.9754,36223618492
2195,二三四五,信息传输、软件和信息技术服务业,软件和信息技术服务业,3.35,3.33,-0.60%,2.994,19215524384
2230,科大讯飞,信息传输、软件和信息技术服务业,软件和信息技术服务业,33.1,32.76,-1.03%,2.661,72089378918
2232,启明信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,8.79,8.76,-0.34%,2.2962,3578884466
2253,川大智胜,信息传输、软件和信息技术服务业,软件和信息技术服务业,14.1,14.11,0.07%,2.9037,3183584200
2261,拓维信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.6,5.53,-1.25%,4.3011,6087240813
2268,卫士通,信息传输、软件和信息技术服务业,软件和信息技术服务业,26.22,26.4,0.69%,2.6236,22132071139
2279,久其软件,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.91,5.91,0.00%,2.5467,4203389335
2280,联络互动,信息传输、软件和信息技术服务业,软件和信息技术服务业,3.28,3.28,0.00%,2.1212,7141050934
2298,中电兴发,信息传输、软件和信息技术服务业,软件和信息技术服务业,7,7.08,1.14%,2.1459,4895861878
2316,亚联发展,信息传输、软件和信息技术服务业,软件和信息技术服务业,7.61,8.21,7.88%,8.7131,3227515200
2322,理工环科,信息传输、软件和信息技术服务业,软件和信息技术服务业,12.23,12.25,0.16%,1.8852,4859112011
2331,皖通科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,10.06,10.04,-0.20%,2.8884,4137207589
2368,太极股份,信息传输、软件和信息技术服务业,软件和信息技术服务业,28.88,29.36,1.66%,2.6561,12152525933
2373,千方科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,17.16,16.86,-1.75%,3.4665,25064510567
2380,科远智慧,信息传输、软件和信息技术服务业,软件和信息技术服务业,15.35,15.19,-1.04%,3.381,3645473148
2401,中远海科,信息传输、软件和信息技术服务业,软件和信息技术服务业,11.82,11.75,-0.59%,2.4308,3563070000
2405,四维图新,信息传输、软件和信息技术服务业,软件和信息技术服务业,15.34,15.17,-1.11%,4.3194,29770604517
2410,广联达,信息传输、软件和信息技术服务业,软件和信息技术服务业,36.7,34.72,-5.40%,8.5753,39113883322
2417,深南股份,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.82,5.96,2.41%,9.8616,1609200000
2421,达实智能,信息传输、软件和信息技术服务业,软件和信息技术服务业,3.8,3.91,2.89%,4.2254,7437442585
2453,华软科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.4,5.38,-0.37%,2.037,3073594000
2474,榕基软件,信息传输、软件和信息技术服务业,软件和信息技术服务业,7.61,7.63,0.26%,1.8421,4747386000
2544,杰赛科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,12.14,12.32,1.48%,2.8926,7036656950
2609,捷顺科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,9.94,10.09,1.51%,5.3535,6516977037
2642,*综合T荣联,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.26,5.44,3.42%,4.9149,3598996903
2649,博彦科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,8.09,8.15,0.74%,2.7261,4276001820
2657,中科金财,信息传输、软件和信息技术服务业,软件和信息技术服务业,16,15.82,-1.13%,4.1379,5340463173
2771,真视通,信息传输、软件和信息技术服务业,软件和信息技术服务业,10.23,10.39,1.56%,2.3483,2180794296
2777,久远银海,信息传输、软件和信息技术服务业,软件和信息技术服务业,29.04,29.22,0.62%,2.1694,6554126910
2908,德生科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,12.5,12.57,0.56%,4.6474,2524837226
2912,中新赛克,信息传输、软件和信息技术服务业,软件和信息技术服务业,117.41,112.48,-4.20%,5.0511,12003865600
2929,润建股份,信息传输、软件和信息技术服务业,软件和信息技术服务业,27.7,27.7,0.00%,2.066,6114673812
300002,神州泰岳,信息传输、软件和信息技术服务业,软件和信息技术服务业,3.67,3.64,-0.82%,2.1798,7138374822
300010,立思辰,信息传输、软件和信息技术服务业,软件和信息技术服务业,9.4,9.36,-0.43%,2.3605,8127518696
300017,网宿科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,10.2,10.03,-1.67%,3.3236,24402876942
300020,银江股份,信息传输、软件和信息技术服务业,软件和信息技术服务业,8.81,8.7,-1.25%,2.2779,5705365048
300025,华星创业,信息传输、软件和信息技术服务业,软件和信息技术服务业,6.31,6.19,-1.90%,3.1696,2652604179
300033,同花顺,信息传输、软件和信息技术服务业,软件和信息技术服务业,89,87.02,-2.22%,6.0189,46781952000
300036,超图软件,信息传输、软件和信息技术服务业,软件和信息技术服务业,17.25,17.34,0.52%,2.6087,7794977944
300044,赛为智能,信息传输、软件和信息技术服务业,软件和信息技术服务业,7.48,7.37,-1.47%,6.3859,5693616174
300047,天源迪科,信息传输、软件和信息技术服务业,软件和信息技术服务业,8.8,8.71,-1.02%,4.8837,5554756093
300050,世纪鼎利,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.54,5.58,0.72%,2.1661,3040244686
300051,三五互联,信息传输、软件和信息技术服务业,软件和信息技术服务业,6.13,6.07,-0.98%,2.1417,2219791048
300074,华平股份,信息传输、软件和信息技术服务业,软件和信息技术服务业,4.17,4.23,1.44%,3.3573,2294098623
300075,数字政通,信息传输、软件和信息技术服务业,软件和信息技术服务业,11.5,11.45,-0.43%,1.8998,4884027327
300085,银之杰,信息传输、软件和信息技术服务业,软件和信息技术服务业,13.11,13.11,0.00%,0,9264057414
300096,易联众,信息传输、软件和信息技术服务业,软件和信息技术服务业,8.1,8.11,0.12%,2.8465,3487300000
300098,高新兴,信息传输、软件和信息技术服务业,软件和信息技术服务业,7.36,7.29,-0.95%,2.8533,12858557494
300150,世纪瑞尔,信息传输、软件和信息技术服务业,软件和信息技术服务业,3.98,3.99,0.25%,2.0202,2334573151
300166,东方国信,信息传输、软件和信息技术服务业,软件和信息技术服务业,12.14,12.3,1.32%,4.1633,12997165156
300167,迪威迅,信息传输、软件和信息技术服务业,软件和信息技术服务业,6.18,5.96,-3.56%,9.3333,1789430400
300168,万达信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,10.8,10.88,0.74%,5.5762,11962012605
300170,汉得信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,13.37,13.39,0.15%,2.397,11884730867
300183,东软载波,信息传输、软件和信息技术服务业,软件和信息技术服务业,13.63,13.51,-0.88%,1.9118,6342016282
300188,美亚柏科,信息传输、软件和信息技术服务业,软件和信息技术服务业,17.5,17.11,-2.23%,2.8455,13763467231
300209,天泽信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,12.32,12.2,-0.97%,2.6122,5199270096
300212,易华录,信息传输、软件和信息技术服务业,软件和信息技术服务业,25.74,25.97,0.89%,2.5641,14079826250
300229,拓尔思,信息传输、软件和信息技术服务业,软件和信息技术服务业,10.1,10.29,1.88%,4.4335,4918735454
300231,银信科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,7.18,7.17,-0.14%,1.1142,3169858577
300235,方直科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,10.17,10.52,3.44%,10.3175,1765583067
300245,天玑科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,9.79,9.83,0.41%,3.6961,3081287156
300248,新开普,信息传输、软件和信息技术服务业,软件和信息技术服务业,7.58,7.47,-1.45%,2.5033,3593760938
300249,依米康,信息传输、软件和信息技术服务业,软件和信息技术服务业,6.1,6.29,3.11%,5.4636,2805261966
300250,初灵信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,13.18,13.28,0.76%,4.4731,2921465899
300253,卫宁健康,信息传输、软件和信息技术服务业,软件和信息技术服务业,15.23,15.52,1.90%,4.3194,25213028385
300264,佳创视讯,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.42,5.61,3.51%,10.4972,2317491000
300271,华宇软件,信息传输、软件和信息技术服务业,软件和信息技术服务业,20.67,19.81,-4.16%,6.5217,16034030223
300275,梅安森,信息传输、软件和信息技术服务业,软件和信息技术服务业,9.5,9.46,-0.42%,2.0063,1590358440
300277,海联讯,信息传输、软件和信息技术服务业,软件和信息技术服务业,6.77,6.89,1.77%,7.511,2308150000
300287,飞利信,信息传输、软件和信息技术服务业,软件和信息技术服务业,3.66,3.67,0.27%,3.0055,5267454875
300290,荣科科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.92,5.92,0.00%,2.0305,3278239729
300292,吴通控股,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.7,5.55,-2.63%,3.1802,7075420142
300297,蓝盾股份,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.57,5.59,0.36%,3.0576,6985946422
300299,富春股份,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.44,5.35,-1.65%,3.525,3802784949
300300,汉鼎宇佑,信息传输、软件和信息技术服务业,软件和信息技术服务业,10.27,9.9,-3.60%,4.0594,6731463697
300302,同有科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,8.88,8.85,-0.34%,2.2472,4037163830
300311,任子行,信息传输、软件和信息技术服务业,软件和信息技术服务业,7.05,6.85,-2.84%,6.7947,4657923424
300312,邦讯技术,信息传输、软件和信息技术服务业,软件和信息技术服务业,6.32,6.21,-1.74%,2.8571,1987448400
300324,旋极信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,4.87,4.91,0.82%,3.0675,8400040741
300330,华虹计通,信息传输、软件和信息技术服务业,软件和信息技术服务业,9.63,9.74,1.14%,3.5565,1636320000
300333,兆日科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,9.73,10.05,3.29%,7.8813,3376800000
300339,润和软件,信息传输、软件和信息技术服务业,软件和信息技术服务业,15.55,16.42,5.59%,6.7131,13077066009
300348,长亮科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,15.75,15.79,0.25%,3.0476,7614555689
300349,金卡智能,信息传输、软件和信息技术服务业,软件和信息技术服务业,15.38,15.45,0.46%,2.5907,6630364920
300350,华鹏飞,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.28,5.31,0.57%,5.3333,2531406739
300352,北信源,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.46,5.44,-0.37%,3.6697,7887043033
300359,全通教育,信息传输、软件和信息技术服务业,软件和信息技术服务业,5.46,5.42,-0.73%,2.5688,3437382547
300365,恒华科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,13.23,13.2,-0.23%,1.9667,7997074391
300366,创意信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,10.24,10.45,2.05%,3.3333,5492270768
300369,绿盟科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,17.1,17.06,-0.23%,2.5937,13661474995
300377,赢时胜,信息传输、软件和信息技术服务业,软件和信息技术服务业,12.31,11.4,-7.39%,8.7578,8461246212
300378,鼎捷软件,信息传输、软件和信息技术服务业,软件和信息技术服务业,15.05,15.46,2.72%,4.2356,4095207795
300379,东方通,信息传输、软件和信息技术服务业,软件和信息技术服务业,21.69,21.2,-2.26%,2.6889,5873072210
300380,安硕信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,18.26,18.45,1.04%,2.1288,2535768000
300383,光环新网,信息传输、软件和信息技术服务业,软件和信息技术服务业,20.96,19.9,-5.06%,5.8938,30669798828
300386,飞天诚信,信息传输、软件和信息技术服务业,软件和信息技术服务业,11.24,11.23,-0.09%,3.3838,4694634120
300399,京天利,信息传输、软件和信息技术服务业,软件和信息技术服务业,13.04,12.96,-0.61%,4.9421,2560896000
300419,浩丰科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,6.13,6.05,-1.31%,1.8152,2224910309
300440,运达科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,7.12,7.06,-0.84%,1.8233,3162880000
300448,浩云科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,6.4,6.42,0.31%,2.8125,4448493878
300451,创业慧康,信息传输、软件和信息技术服务业,软件和信息技术服务业,15.6,15.58,-0.13%,2.579,11347419446
300454,深信服,信息传输、软件和信息技术服务业,软件和信息技术服务业,109,107.19,-1.66%,3.0428,43209575280
300465,高伟达,信息传输、软件和信息技术服务业,软件和信息技术服务业,7.48,7.44,-0.53%,2.4129,3324101656
300468,四方精创,信息传输、软件和信息技术服务业,软件和信息技术服务业,17.05,17.36,1.82%,6.6549,3280489011
300469,信息发展,信息传输、软件和信息技术服务业,软件和信息技术服务业,15.08,14.91,-1.13%,1.8568,3058568456
300493,润欣科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,7.38,6.9,-6.50%,7.8374,3291775838
300496,中科创达,信息传输、软件和信息技术服务业,软件和信息技术服务业,36.71,36.6,-0.30%,2.5224,14744516680
300508,维宏股份,信息传输、软件和信息技术服务业,软件和信息技术服务业,31.77,31.53,-0.76%,1.8886,2866455360
300513,恒实科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,12.41,12.71,2.42%,3.7067,3987014580
300518,盛讯达,信息传输、软件和信息技术服务业,软件和信息技术服务业,24.8,25.21,1.65%,6.2677,2353101400
300520,科大国创,信息传输、软件和信息技术服务业,软件和信息技术服务业,17.7,17.49,-1.19%,3.5533,4184197133
300523,辰安科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,36.29,36.4,0.30%,3.8292,8468010023
300525,博思软件,信息传输、软件和信息技术服务业,软件和信息技术服务业,22.47,22.55,0.36%,4.4949,4384937700
300532,今天国际,信息传输、软件和信息技术服务业,软件和信息技术服务业,13.03,12.91,-0.92%,4.2373,3550698545
300533,冰川网络,信息传输、软件和信息技术服务业,软件和信息技术服务业,39.54,39.55,0.03%,3.8471,3985896460
300541,先进数通,信息传输、软件和信息技术服务业,软件和信息技术服务业,15.68,15.73,0.32%,2.8115,2849756847
300542,新晨科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,15,14.72,-1.87%,6.1821,3411067131
300550,和仁科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,28.81,30.71,6.59%,10.7857,3602467260
300552,万集科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,40.92,40.75,-0.42%,3.3825,4366875950
300556,丝路视觉,信息传输、软件和信息技术服务业,软件和信息技术服务业,18.01,19.58,8.72%,8.8764,2255157828
300559,佳发教育,信息传输、软件和信息技术服务业,软件和信息技术服务业,21.2,21.1,-0.47%,4.0246,5621379710
300560,中富通,信息传输、软件和信息技术服务业,软件和信息技术服务业,17.6,17.97,2.10%,4.0909,3402152280
300561,汇金科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,14.77,14.43,-2.30%,4.4008,3682144197
300578,会畅通讯,信息传输、软件和信息技术服务业,软件和信息技术服务业,25.65,26.18,2.07%,3.1558,4486104138
300579,数字认证,信息传输、软件和信息技术服务业,软件和信息技术服务业,28.58,28.3,-0.98%,4.363,5094000000
300588,熙菱信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,11.41,11.45,0.35%,4.4405,1869229675
300597,吉大通信,信息传输、软件和信息技术服务业,软件和信息技术服务业,14.11,14.14,0.21%,2.1262,3393600000
300598,诚迈科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,33.59,33.81,0.65%,5.0015,2704800000
300603,立昂技术,信息传输、软件和信息技术服务业,软件和信息技术服务业,17.7,17.32,-2.15%,2.9977,4766232917
300605,恒锋信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,12.6,12.79,1.51%,3.3254,2114367224
300608,思特奇,信息传输、软件和信息技术服务业,软件和信息技术服务业,16.98,17.23,1.47%,5.4149,2716338998
300609,汇纳科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,39.57,40.05,1.21%,6.6305,4039807455
300613,富瀚微,信息传输、软件和信息技术服务业,软件和信息技术服务业,100.15,101.56,1.41%,3.2413,4513813888
300624,万兴科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,55.4,54.49,-1.64%,2.3706,4436984475
300634,彩讯股份,信息传输、软件和信息技术服务业,软件和信息技术服务业,19.69,20.05,1.83%,6.7892,8020200500
300645,正元智慧,信息传输、软件和信息技术服务业,软件和信息技术服务业,14.7,14.74,0.27%,1.9648,1867066672
300659,中孚信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,43.33,42.6,-1.68%,4.2445,5658685800
300663,科蓝软件,信息传输、软件和信息技术服务业,软件和信息技术服务业,30.39,30.05,-1.12%,6.2357,9080987847
300671,富满电子,信息传输、软件和信息技术服务业,软件和信息技术服务业,22.52,22.2,-1.42%,8.1885,3149958000
300674,宇信科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,30.99,30.38,-1.97%,2.6101,12152303800
300678,中科信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,20.74,20.57,-0.82%,2.6705,3702600000
300682,朗新科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,18.19,18.08,-0.60%,2.3295,12292514093
300687,赛意信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,14.62,14.46,-1.09%,2.5273,3147674490
300730,科创信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,16.73,16.82,0.54%,3.0303,2657697890
300768,迪普科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,37.74,37.4,-0.90%,2.633,14960374000
600289,*综合T信通,信息传输、软件和信息技术服务业,软件和信息技术服务业,2.54,2.45,-3.54%,5.2632,1546077569
